Name,Price,Manufacturer,Category,Stock Availability,Scale,Type,Brand,Series,Review
HGGTO 017 RX-78-01(N) Gundam Local Type North American Front,25,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 012 HI-Zack,13,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBF 016 Gundam Amazing Exia,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGIBO 045 Gundam Sigrún,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGCE 224 ZGMF-X42 Destiny Gundam (Revive),27,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed Destiny,5.0
HGCE 192 ZGMF-X10A Freedom Gundam (Revive),23,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed,5.0
HGUC 209 Blue Destiny Unit 3 Exam,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.3
HGUC 057 Gundam TR-1 Advanced Hazel,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 194 RX-178 Gundam Mk-II (Titans),19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 095 Hi-Nu Gundam,27,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HG00 022 GN-0000 00 Gundam,13,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,3.0
HGUC 013 RX-78P01 Gundam GP01 Zephyrantes,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGBD:R 033 Gundam Aegis Knight,25.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGBF 028 Try Burning Gundam,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGIBO 041 Gundam Hajiroboshi,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGUC 212 Galbaldy β,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGBC 022 Ballden Arm Arms,9.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
HGBF 013 Gundam Exia Dark Matter,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,2.5
HGUC 017 Dom Tropen,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.0
HGIBO 036 Gundam Bael,17,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBF 034 Transient Gundam,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 229 Penelope,79.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.8
HGSEED 58 MBF-P02 Gundam Astray Red Frame (Flight Unit),22,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGUC 086 RX-93 Nu Gundam,31,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.3
HG00 046 GNX-Y901TW Susanowo,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
HGUC 116 Sinanju,32,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 196 Gouf (Revive),19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.7
HGUC 097 RGM-89 Jegan,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBF 053 Amazing Strike Freedom Gundam,28,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HG00 066 GN-0000 00 Qan[T] Gundam,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,5.0
HGSEED 59 MBF-P01-Re2 Gundam Astray Gold Frame Amatsu Mina,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.7
HGUC 069 Gundam Hazel TR-1 (Hazel No.2),19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 032 MS-06S Char's Zaku II,13,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGAG 024 Gundam AGE-2 Dark Hound,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,4.7
HGUC 112 AMS-129 Geara Zulu (Angelo Sauper Use),27,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGUC 204 Barzam,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 088 Sazabi,34,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.5
HGUC 169 Victory Two Gundam,16,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.3
HGUC 047 RX-78 NT-1 Gundam,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGUC 225 Silver Bullet Suppressor,33,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.7
HGUC 206 Efreet Schneid,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGUC 100 Unicorn Gundam (Destroy Mode),23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,2.5
HGUC Gunpla Starter Set 2,16.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Mobile Suit Gundam,4.0
HGGBB 04 Blazing Gundam,26,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.7
HG00 053 CB-0000G/C Reborns Gundam,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
HGBF 001 Build Strike Gundam Full Package,17,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,None,No reviews
HG MS-06 Zaku The Ground War Set,27,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,None,4.0
HGFC 230 Death Army,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,G Gundam,4.5
HGUC 165 V Gundam,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 158 Base Jabber Type 89,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 076 MS-14A Gelgoog / MS-14C Gelgoog Cannon,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGBF 018 Build Burning Gundam,17,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGUC 167 Gundam F91,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGCE 201 ZGMF-X20A Strike Freedom Gundam (Revive),25,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed Destiny,4.5
HGUC 111 ZZ Gundam,28,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 235 Baund Doc,61,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.5
HGUC 025 RX-78GP03S 'Gundam GP03S',21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HG MAILeS Byakuchi,30,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,4.7
HG MAILeS KENBU,29.99,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,4.5
HGBD:R 011 Eldora Brute,24,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGBF 055 Gundam Schwarzritter,25,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 022 MSN-02 Zeong,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 216 Unicorn Gundam 03 Phenex (Destroy Mode) (Narrative Ver.) (Gold Coating),61,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HG MSV 01 MSV MBF-02 Strike Rouge + IWSP,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed,3.0
HGUC 150 Nemo (Z Gundam Color),19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.5
HG00 002 SVMS-01 Union Flag,13,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,3.0
HGUC 018 RX-78 GP01FB Gundam,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.0
HGUC 062 AMX-003 GAZA-C (Haman Karn Custom),17,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBD:R 021 Gundam GP-Rase-Two-Ten,31.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGAW 163 Gundam Double X,22,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
HGUC 042 ORX-005 Gaplant,27,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGAC 162 Wing Gundam,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGAG 021 Gundam AGE-3 Normal,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,5.0
HGUC 040 MS-06 Zaku II,13,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.0
HGUC 151 MS-06R-1A Zaku II (Black Tri-Stars),21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.5
HGBD:R 005 Nu-Zeon Gundam,34.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 050 G-Armor: G-Fighter & RX-78-2,34,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGSEED R08 GAT-X131 Calamity Gundam,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.0
HGUC 220 R-Jarja,24,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGCE 198 ZGMF-X56S/α Force Impulse Gundam (Revive),23,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed Destiny,No reviews
HGIBO 038 Gundam Dantalion,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 208 Blue Destiny Unit 2 Exam,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HG00 061 GN-0000GNHW/7SG 00 Gundam Seven Sword/G,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam 00,No reviews
HGUC 091 Geara Doga,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGAG 035 Gundam AGE-1 Full Gransa,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,4.5
HGBD:R 018 Avalanche Rex Buster,9.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGSEED 16 Meteor Unit + Freedom Gundam,94,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HG Cybaster,49,Bandai,Model Kit,In stock,1/144,HG - High Grade,Super Robot (Getter/Mazinger),Super Robot Wars,5.0
HGUC RX-78-3 Gundam G3 VS Char's Rick-Dom,31,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Mobile Suit Gundam,No reviews
HGAG 014 G-Bouncer,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HG Alteisen,49,Bandai,Model Kit,In stock,1/144,HG - High Grade,Super Robot (Getter/Mazinger),Super Robot Wars,5.0
HGUC 068 Zaku I (Black Tri Stars),14,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 043 MS-09R-2 Rick Dom II,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGBD:R 010 Injustice Weapons,9.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG AMAIM Ghost,34,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HGSEED 35 ZGMF-X666S Legend Gundam,20,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.5
HGUC 136 Delta Gundam,51,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 199 Full Armor Unicorn Gundam (Destroy Mode) (Red Color Ver.),42,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG L-Gaim Aug,26,Bandai,Model Kit,In stock,1/144,HG - High Grade,Heavy Metal L-Gaim,None,No reviews
HGAG 034 G-Xiphos,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,5.0
HGUC 213 Unicorn Gundam 03 Phenex Destroy Mode (Narrative Ver.),34,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 105 Zaku II F2 (Zeon Ver.),19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 011 AMX-004 Qubeley Mk-II,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGSEED R09 GAT-X252 Forbidden Gundam,20,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG Dragonar-1 (Lifter-1 Equipment Type),45,Bandai,Model Kit,In stock,1/144,HG - High Grade,Super Robot (Getter/Mazinger),None,5.0
HGUC 218 Narrative Gundam A-Packs,66,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 093 Nu Gundam (Heavy Weapon System),34,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG Nyuren,29.99,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HGBD:R 012 Mass-Produced Zeonic Sword,9.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGAG 023 Ghirarga,16,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HGIBO 039 Gundam Astaroth Rinascimento,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 085 Re-GZ,34,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,None,No reviews
HG Brady Hound,30,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HGUC 031 AMX-107 Bawoo Mass Production,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG EVA-02 Production Type,52,Bandai,Model Kit,In stock,1/144,HG - High Grade,Neon Genesis Evangelion,None,2.0
HGUC 083 Jagd Doga (Gyunei Guss Custom),27,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGIBO 044 Cyclase's Schwalbe Custom,22,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBD:R 040 Double Rebake Rifle,9.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG Amplified IMGN Ryujinmaru,64,Bandai,Model Kit,In stock,non,HG - High Grade,None,None,No reviews
HGBD:R 035 Aun[RIZE] Armor,9.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,2.5
HGUC 063 AMX-003 GAZA-C (Mass Production Unit),19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGAW 118 GX-9900-DV Gundam X Divider,24,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
HGBC 014 Powered Arms Powereder,9.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Fighters,No reviews
HG MAILeS REIKI,29.99,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG AMAIM Warrior at the Borderline Weapon Set,21,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG Heavy Metal L-Gaim A.Taul,21,Bandai,Model Kit,In stock,1/144,HG - High Grade,Heavy Metal L-Gaim,None,4.0
HGUC 035 FXA-05D/RX178 Super Gundam,25,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBD:R 037 Re:Rising Gundam - Final Battle Set (Special Color),88,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGAG 013 Adele,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HGUC 187 Crossbone Gundam X1,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HG MAILeS Byakuchi (F.G.E. Color),34,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG MAILeS KENBU ZAN,32,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG Jo Hound,31,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,5.0
HG V-33 Stork Carrier,36,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
Heavy Metal L-Gaim A-Class Set of 4,38,Bandai,Model Kit,In stock,1/144,HG - High Grade,Heavy Metal L-Gaim,None,4.0
HGAG 022 Danazine,19.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HGAG 018 Shaldoll Custom,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HGBF 044 Super Fumina,20.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,3.0
HG Brady Hound (Brad Exclusive),32,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,4.0
HG Armored Special Carrier (ASC),37,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HGBC 043 Build Hands (Kaku) SML,9.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,None,No reviews
HGUC 092 Geara Doga (Rezin Schnyder Custom),23,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGUC 084 Jagd Doga (Quess Paraya Custom),27,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HG MAILeS Reiki Kai,32,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG 1/300 Magna-saurer,55.95,Bandai,Model Kit,In stock,1/300,HG - High Grade,None,None,No reviews
HG Gespenst,52,Bandai,Model Kit,In stock,1/144,HG - High Grade,Super Robot (Getter/Mazinger),Super Robot Wars,No reviews
HGUC Gundam Operation V,32,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Mobile Suit Gundam,No reviews
HG Brady Fox,32,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG 1/20 Kobu-Kai (Sakura Shinguji Type),42,Bandai,Model Kit,In stock,1/20,HG - High Grade,Sakura Wars,None,No reviews
HG 002 EVA-00 Prototype Rebuild of Evangelion,37.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,Neon Genesis Evangelion,None,No reviews
HG 1/72 Big Tony (Gagumber Memempu Custom),63,Bandai,Model Kit,In stock,1/72,HG - High Grade,Sakugan,Sakugan,No reviews
HG Brady Phantom,32,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HG Kotetsu Jeeg (Infinitism),65.95,Bandai,Model Kit,In stock,1/144,HG - High Grade,Super Robot (Getter/Mazinger),None,4.0
HGAG 009 G-Exes,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HG 1/300 Gran-Saurer,57.95,Bandai,Model Kit,In stock,1/300,HG - High Grade,None,None,No reviews
HGAG 026 Gundam AGE-3 Orbital,23,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HG 1/24 Spiricle Striker Mugen (Anastasia Palma Type),55.95,Bandai,Model Kit,In stock,1/24,HG - High Grade,Sakura Wars,None,No reviews
HG 1/48 Spiricle Striker Mugen (Hatsuho Shinonome Type),55.98,Bandai,Model Kit,In stock,1/20,HG - High Grade,Sakura Wars,None,5.0
HGBC 044 Build Hands (Maru) SML,9.99,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Build Divers,No reviews
HG 1/20 Kobu-Kai (Ichiro Ogami Type),41.95,Bandai,Model Kit,In stock,1/20,HG - High Grade,Sakura Wars,None,No reviews
HGAG 025 G-Exes Jackedge,15,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HG 1/20 Kobu-Kai (Sumire Kanzaki Type),41.95,Bandai,Model Kit,In stock,1/20,HG - High Grade,Sakura Wars,None,No reviews
HG 003 EVA-00 Prototype (Orange Ver.) Rei,31,Bandai,Model Kit,In stock,1/144,HG - High Grade,Neon Genesis Evangelion,None,No reviews
HG 1/24 Spiricle Striker Prototype Obu (Sakura Amamiya Type),65,Bandai,Model Kit,In stock,1/20,HG - High Grade,Sakura Wars,None,No reviews
HGAG 015 Zeydra,16,Bandai,Model Kit,In stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Age,No reviews
HG 1/44 Dragonar Set 1,52,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,None,5.0
Gundam SEED Archangel Catapult Deck,269.99,Megahouse,Model Kit,In stock,non,HG - High Grade,Mobile Suit Gundam,Gundam Seed,No reviews
HG 1/44 Dragonar Set 2,45,Bandai,Model Kit,In stock,1/144,HG - High Grade,None,None,5.0
DMG BOX - HG 1/72 Big Tony (Gagumber Memempu Custom),48,Bandai,Model Kit,In stock,1/72,HG - High Grade,Sakugan,Sakugan,No reviews
DMG BOX - HG Brady Hound (Brad Exclusive),27.2,Bandai,Model Kit,In stock,1/72,HG - High Grade,Kyoukai Senki / Amaim,Kyoukai Senki / Amaim,No reviews
HGGTO 026 RX-78-02 Gundam,28,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.8
HGUC 099 NZ-666 Kshatriya,55,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.8
HGUC 146 GM Sniper II,19.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGIBO 019 Gundam Astaroth,13,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGIBO 027 Gundam Vidar,15,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.0
HGCE 232 GAT-04 Windam,17,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,Gundam Seed Destiny,4.5
HGAC 239 Deathscythe,19.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.8
HGFC 119 Nobell Gundam,21,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,G Gundam,4.3
HGBD:R 022 Alus Earthree Gundam,19.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGBF 043 Kamiki Burning Gundam,23,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.8
HGFC 127 Shining Gundam,19.99,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,Mobile Suit Gundam,G Gundam,4.0
HGBD:R 020 Gundam G-Else,21.95,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.3
HGBD:R 039 00 Sky Moebius,25.95,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.8
HGIBO 002 Graze Standard / Commander Type,13,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,No reviews
HGBD:R 038 Load Astray Double Rebake,22.95,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,2.8
HGUC 037 MSM-03C HyGogg,15,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,4.3
HGAC 223 Maganac,15,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 120 GM Custom,17,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGUC 074 RGM-79Q GM Quel,15,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
HGIBO 014 Grimgerde,16,Bandai,Model Kit,Out of stock,1/144,HG - High Grade,None,Mobile Suit Gundam,5.0
